IncId,Description,Submitter,CreateDate,IncidentStatus,AssignedGroup,Region,City,Category,WorkLog,Hub,Node,Agent,AlertDetails,AlertProcessId,AlertKey,Related_Tickets,Related_CR,CR_Description,CR_StartTime,CR_EndTime,CR_Region
INC0255,CMTS Congestion reported in Philadelphia. Automated monitoring detected abnormal behavior.,AutoMonitor,1761622000,Cancelled,FieldOps,East,Philadelphia,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-A1,NODE-101,NoiseReducer,MAC domain downstream failure,874895,HUB-A1-NODE-101-874895,INC0176,CR70079,Planned CMTS software upgrade,1761636400,1761676000,East
INC0256,Hub Issue reported in Miami. Automated monitoring detected abnormal behavior.,Technician,1754630535,Resolved,NOC-Level2,South,Miami,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-101,SignalAnalyzer,CMTS upstream channel flap,160726,HUB-D4-NODE-101-160726,INC0342,CR40907,Optical node recalibration event,1754644935,1754655735,South
INC0257,Video Outage reported in Philadelphia. Automated monitoring detected abnormal behavior.,CustomerCare,1759853611,Open,NOC-Level1,East,Philadelphia,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-C2,NODE-202,AutoMonitorX,CMTS upstream channel flap,487854,HUB-C2-NODE-202-487854,INC0267,CR37666,Backbone congestion mitigation changes,,,East
INC0258,Slow Speed reported in Houston. Automated monitoring detected abnormal behavior.,System,1761614327,Open,NOC-Level2,South,Houston,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-D4,NODE-303,AlertBot,Video feed disruption,917433,HUB-D4-NODE-303-917433,INC0367,CR74018,Scheduled hub clean-up activity,,,South
INC0259,Modem Offline reported in Salt Lake City. Automated monitoring detected abnormal behavior.,CustomerCare,1764549235,Cancelled,VideoOps,West,Salt Lake City,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-A1,NODE-505,SignalAnalyzer,High SNR variance,442948,HUB-A1-NODE-505-442948,INC0047,CR46230,Planned power cycle maintenance,,,West
INC0260,CMTS Congestion reported in Atlanta. Automated monitoring detected abnormal behavior.,System,1755834855,In Progress,NOC-Level1,South,Atlanta,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-505,PulseAI,MAC domain downstream failure,149928,HUB-A1-NODE-505-149928,INC0365,CR65793,Scheduled hub clean-up activity,,,South
INC0261,Hub Issue reported in Atlanta. Automated monitoring detected abnormal behavior.,System,1755757284,Resolved,VideoOps,South,Atlanta,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-505,NoiseReducer,Video feed disruption,891799,HUB-B1-NODE-505-891799,INC0282,CR10752,Scheduled hub clean-up activity,,,South
INC0262,Internet Down reported in Chicago. Automated monitoring detected abnormal behavior.,AutoMonitor,1755770395,Resolved,NOC-Level2,Central,Chicago,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-B1,NODE-404,PulseAI,High SNR variance,963815,HUB-B1-NODE-404-963815,INC0359,CR13970,Planned power cycle maintenance,1755777595,1755784795,Central
INC0263,Video Outage reported in Dallas. Automated monitoring detected abnormal behavior.,CustomerCare,1759253357,Open,VideoOps,Central,Dallas,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-A1,NODE-303,AutoMonitorX,Signal drop detected,126433,HUB-A1-NODE-303-126433,INC0220,CR71118,Fiber maintenance activity,,,Central
INC0264,Authentication Failure reported in Atlanta. Automated monitoring detected abnormal behavior.,CustomerCare,1756993696,In Progress,VideoOps,South,Atlanta,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-A1,NODE-202,AlertBot,Signal drop detected,935488,HUB-A1-NODE-202-935488,INC0465,CR18568,Planned CMTS software upgrade,,,South
INC0265,Hub Issue reported in Boulder. Automated monitoring detected abnormal behavior.,CustomerCare,1757008965,Open,NetEng,West,Boulder,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-D4,NODE-202,AutoMonitorX,MAC domain downstream failure,142207,HUB-D4-NODE-202-142207,INC0210,CR71478,Optical node recalibration event,,,West
INC0266,Video Outage reported in Philadelphia. Automated monitoring detected abnormal behavior.,System,1753760161,Cancelled,VideoOps,East,Philadelphia,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-B1,NODE-303,PulseAI,High SNR variance,779249,HUB-B1-NODE-303-779249,INC0158,CR12525,Core router reboot for patching,1753763761,1753785361,East
INC0267,Slow Speed reported in Atlanta. Automated monitoring detected abnormal behavior.,System,1757924204,Cancelled,NetEng,South,Atlanta,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-D4,NODE-505,NoiseReducer,Frequent modem resets observed,729613,HUB-D4-NODE-505-729613,INC0364,CR51054,Optical node recalibration event,1757927804,1757963804,South
INC0268,Internet Down reported in Miami. Automated monitoring detected abnormal behavior.,Technician,1765058484,In Progress,NOC-Level2,South,Miami,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-D4,NODE-101,PulseAI,Signal drop detected,709631,HUB-D4-NODE-101-709631,INC0275,CR68925,Core router reboot for patching,1765065684,1765090884,South
INC0269,Modem Offline reported in Boulder. Automated monitoring detected abnormal behavior.,CustomerCare,1760036056,Resolved,FieldOps,West,Boulder,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-D4,NODE-303,NoiseReducer,Optical power low,800181,HUB-D4-NODE-303-800181,INC0424,CR72546,Fiber maintenance activity,1760028856,1760064856,West
INC0270,Slow Speed reported in Denver. Automated monitoring detected abnormal behavior.,BMC-Remedy,1752610691,Resolved,NetEng,West,Denver,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-B1,NODE-404,AlertBot,Optical power low,473774,HUB-B1-NODE-404-473774,INC0219,CR24269,Core router reboot for patching,1752614291,1752635891,West
INC0271,Modem Offline reported in Houston. Automated monitoring detected abnormal behavior.,BMC-Remedy,1761978339,Resolved,NOC-Level1,South,Houston,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-B1,NODE-303,SignalAnalyzer,CMTS upstream channel flap,813411,HUB-B1-NODE-303-813411,INC0197,CR18858,Fiber maintenance activity,,,South
INC0272,Video Outage reported in Salt Lake City. Automated monitoring detected abnormal behavior.,AutoMonitor,1764270648,Cancelled,NOC-Level1,West,Salt Lake City,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-B1,NODE-505,PulseAI,MAC domain downstream failure,843635,HUB-B1-NODE-505-843635,INC0467,CR73651,Planned power cycle maintenance,1764259848,1764274248,West
INC0273,Fiber Cut reported in Dallas. Automated monitoring detected abnormal behavior.,AutoMonitor,1758028721,Open,VideoOps,Central,Dallas,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-A1,NODE-202,NoiseReducer,Signal drop detected,301665,HUB-A1-NODE-202-301665,INC0089,CR41909,Optical node recalibration event,1758017921,1758032321,Central
INC0274,CMTS Congestion reported in St. Louis. Automated monitoring detected abnormal behavior.,CustomerCare,1763563622,Cancelled,NOC-Level1,Central,St. Louis,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-101,NoiseReducer,Frequent modem resets observed,597377,HUB-B1-NODE-101-597377,INC0150,CR98193,Backbone congestion mitigation changes,,,Central
INC0275,Packet Loss reported in Salt Lake City. Automated monitoring detected abnormal behavior.,CustomerCare,1752768819,Cancelled,NetEng,West,Salt Lake City,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-C2,NODE-303,NoiseReducer,Optical power low,839122,HUB-C2-NODE-303-839122,INC0073,CR56227,Backbone congestion mitigation changes,,,West
INC0276,Node Down reported in Miami. Automated monitoring detected abnormal behavior.,AutoMonitor,1756471297,Open,NOC-Level1,South,Miami,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-B1,NODE-404,AlertBot,Frequent modem resets observed,223320,HUB-B1-NODE-404-223320,INC0448,CR13911,Planned CMTS software upgrade,,,South
INC0277,Internet Down reported in Atlanta. Automated monitoring detected abnormal behavior.,AutoMonitor,1754844126,Open,NOC-Level2,South,Atlanta,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-C2,NODE-303,AutoMonitorX,Signal drop detected,263644,HUB-C2-NODE-303-263644,INC0072,CR26642,Planned power cycle maintenance,,,South
INC0278,Authentication Failure reported in Boulder. Automated monitoring detected abnormal behavior.,BMC-Remedy,1761126334,Resolved,NOC-Level2,West,Boulder,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-B1,NODE-303,AlertBot,CMTS upstream channel flap,793754,HUB-B1-NODE-303-793754,INC0317,CR24705,Fiber maintenance activity,1761119134,1761122734,West
INC0279,Authentication Failure reported in Chicago. Automated monitoring detected abnormal behavior.,CustomerCare,1753082730,Open,NOC-Level2,Central,Chicago,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-A1,NODE-202,AutoMonitorX,Frequent modem resets observed,184191,HUB-A1-NODE-202-184191,INC0123,CR79997,Optical node recalibration event,1753071930,1753089930,Central
INC0280,Slow Speed reported in Boulder. Automated monitoring detected abnormal behavior.,CustomerCare,1756851980,Cancelled,NetEng,West,Boulder,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-C2,NODE-505,AutoMonitorX,CMTS upstream channel flap,342205,HUB-C2-NODE-505-342205,INC0032,CR23344,Backbone congestion mitigation changes,,,West
INC0281,CMTS Congestion reported in Salt Lake City. Automated monitoring detected abnormal behavior.,System,1754353021,In Progress,VideoOps,West,Salt Lake City,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-D4,NODE-202,AlertBot,Signal drop detected,284839,HUB-D4-NODE-202-284839,INC0118,CR61970,Planned power cycle maintenance,,,West
INC0282,Fiber Cut reported in Denver. Automated monitoring detected abnormal behavior.,CustomerCare,1760470484,Cancelled,NOC-Level2,West,Denver,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-D4,NODE-101,NoiseReducer,CMTS upstream channel flap,387763,HUB-D4-NODE-101-387763,INC0289,CR88232,Optical node recalibration event,1760459684,1760484884,West
INC0283,Hub Issue reported in New York. Automated monitoring detected abnormal behavior.,Technician,1752863775,Cancelled,NOC-Level2,East,New York,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-A1,NODE-101,NoiseReducer,MAC domain downstream failure,133457,HUB-A1-NODE-101-133457,INC0499,CR66522,Fiber maintenance activity,,,East
INC0284,Modem Offline reported in New York. Automated monitoring detected abnormal behavior.,AutoMonitor,1764618533,Resolved,VideoOps,East,New York,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-404,SignalAnalyzer,Signal drop detected,383951,HUB-D4-NODE-404-383951,INC0214,CR86051,Planned power cycle maintenance,1764636533,1764658133,East
INC0285,Packet Loss reported in Miami. Automated monitoring detected abnormal behavior.,AutoMonitor,1761704169,Resolved,VideoOps,South,Miami,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-D4,NODE-101,AlertBot,Optical power low,301756,HUB-D4-NODE-101-301756,INC0010,CR99094,Planned power cycle maintenance,1761693369,1761714969,South
INC0286,Packet Loss reported in Chicago. Automated monitoring detected abnormal behavior.,Technician,1760659360,Resolved,FieldOps,Central,Chicago,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-B1,NODE-303,PulseAI,High SNR variance,456798,HUB-B1-NODE-303-456798,INC0469,CR98680,Backbone congestion mitigation changes,1760652160,1760659360,Central
INC0287,CMTS Congestion reported in Dallas. Automated monitoring detected abnormal behavior.,System,1751198582,Resolved,NOC-Level2,Central,Dallas,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-B1,NODE-505,AutoMonitorX,Frequent modem resets observed,675610,HUB-B1-NODE-505-675610,INC0395,CR75697,Backbone congestion mitigation changes,,,Central
INC0288,Slow Speed reported in Salt Lake City. Automated monitoring detected abnormal behavior.,System,1759319120,Open,NOC-Level2,West,Salt Lake City,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-C2,NODE-303,NoiseReducer,Signal drop detected,380400,HUB-C2-NODE-303-380400,INC0500,CR75746,Planned power cycle maintenance,1759311920,1759319120,West
INC0289,Hub Issue reported in Miami. Automated monitoring detected abnormal behavior.,BMC-Remedy,1756267782,Resolved,NetEng,South,Miami,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-C2,NODE-101,AutoMonitorX,Signal drop detected,967401,HUB-C2-NODE-101-967401,INC0138,CR39615,Optical node recalibration event,,,South
INC0290,CMTS Congestion reported in St. Louis. Automated monitoring detected abnormal behavior.,System,1761614053,Resolved,FieldOps,Central,St. Louis,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-C2,NODE-404,SignalAnalyzer,Signal drop detected,444026,HUB-C2-NODE-404-444026,INC0327,CR60732,Planned power cycle maintenance,,,Central
INC0291,Slow Speed reported in New York. Automated monitoring detected abnormal behavior.,CustomerCare,1750946411,Open,VideoOps,East,New York,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-A1,NODE-101,AutoMonitorX,Optical power low,364109,HUB-A1-NODE-101-364109,INC0014,CR74025,Planned power cycle maintenance,,,East
INC0292,CMTS Congestion reported in Atlanta. Automated monitoring detected abnormal behavior.,BMC-Remedy,1750198125,In Progress,NOC-Level2,South,Atlanta,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-A1,NODE-202,SignalAnalyzer,Video feed disruption,456621,HUB-A1-NODE-202-456621,INC0434,CR23381,Planned power cycle maintenance,,,South
INC0293,Authentication Failure reported in Salt Lake City. Automated monitoring detected abnormal behavior.,BMC-Remedy,1754710383,In Progress,FieldOps,West,Salt Lake City,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-C2,NODE-505,NoiseReducer,CMTS upstream channel flap,305420,HUB-C2-NODE-505-305420,INC0339,CR38876,Core router reboot for patching,,,West
INC0294,Hub Issue reported in Houston. Automated monitoring detected abnormal behavior.,BMC-Remedy,1752589079,Cancelled,VideoOps,South,Houston,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-B1,NODE-505,AlertBot,Signal drop detected,442056,HUB-B1-NODE-505-442056,INC0367,CR61980,Backbone congestion mitigation changes,1752603479,1752635879,South
INC0295,Packet Loss reported in Miami. Automated monitoring detected abnormal behavior.,Technician,1761845358,Resolved,FieldOps,South,Miami,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-D4,NODE-202,PulseAI,Video feed disruption,648077,HUB-D4-NODE-202-648077,INC0173,CR72795,Planned power cycle maintenance,1761859758,1761863358,South
INC0296,Video Outage reported in Boston. Automated monitoring detected abnormal behavior.,AutoMonitor,1754821465,Resolved,VideoOps,East,Boston,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-101,SignalAnalyzer,Optical power low,852437,HUB-D4-NODE-101-852437,INC0150,CR63470,Core router reboot for patching,1754814265,1754853865,East
INC0297,Fiber Cut reported in Dallas. Automated monitoring detected abnormal behavior.,AutoMonitor,1751099322,Cancelled,NOC-Level2,Central,Dallas,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-A1,NODE-404,AlertBot,High SNR variance,832108,HUB-A1-NODE-404-832108,INC0381,CR30978,Planned CMTS software upgrade,,,Central
INC0298,Video Outage reported in Houston. Automated monitoring detected abnormal behavior.,BMC-Remedy,1758842021,Resolved,VideoOps,South,Houston,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-B1,NODE-303,AutoMonitorX,Frequent modem resets observed,697307,HUB-B1-NODE-303-697307,INC0139,CR80133,Backbone congestion mitigation changes,1758831221,1758845621,South
INC0299,Modem Offline reported in New York. Automated monitoring detected abnormal behavior.,Technician,1763680025,Open,NOC-Level1,East,New York,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-C2,NODE-404,AlertBot,Signal drop detected,133721,HUB-C2-NODE-404-133721,INC0094,CR61253,Planned power cycle maintenance,1763669225,1763698025,East
INC0300,Video Outage reported in Boulder. Automated monitoring detected abnormal behavior.,Technician,1760793196,In Progress,FieldOps,West,Boulder,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-303,SignalAnalyzer,Optical power low,518379,HUB-D4-NODE-303-518379,INC0062,CR74648,Optical node recalibration event,1760785996,1760807596,West
INC0301,Modem Offline reported in Boston. Automated monitoring detected abnormal behavior.,CustomerCare,1759339391,Cancelled,NOC-Level2,East,Boston,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-C2,NODE-101,AlertBot,Optical power low,175330,HUB-C2-NODE-101-175330,INC0138,CR22415,Backbone congestion mitigation changes,,,East
INC0302,Video Outage reported in Houston. Automated monitoring detected abnormal behavior.,System,1753422325,In Progress,NOC-Level2,South,Houston,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-A1,NODE-505,NoiseReducer,CMTS upstream channel flap,486705,HUB-A1-NODE-505-486705,INC0215,CR32504,Fiber maintenance activity,,,South
INC0303,Fiber Cut reported in Boulder. Automated monitoring detected abnormal behavior.,CustomerCare,1764233197,Resolved,NOC-Level2,West,Boulder,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-505,PulseAI,Frequent modem resets observed,800257,HUB-A1-NODE-505-800257,INC0257,CR79886,Core router reboot for patching,1764222397,1764243997,West
INC0304,Slow Speed reported in Denver. Automated monitoring detected abnormal behavior.,AutoMonitor,1757704162,Open,NOC-Level1,West,Denver,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-D4,NODE-303,NoiseReducer,Optical power low,364337,HUB-D4-NODE-303-364337,INC0338,CR55344,Fiber maintenance activity,,,West
INC0305,Modem Offline reported in Atlanta. Automated monitoring detected abnormal behavior.,BMC-Remedy,1760007257,Resolved,NOC-Level2,South,Atlanta,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-B1,NODE-303,SignalAnalyzer,Signal drop detected,216448,HUB-B1-NODE-303-216448,INC0070,CR20721,Backbone congestion mitigation changes,,,South
INC0306,Authentication Failure reported in New York. Automated monitoring detected abnormal behavior.,CustomerCare,1764183687,In Progress,NetEng,East,New York,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-D4,NODE-505,PulseAI,Optical power low,875890,HUB-D4-NODE-505-875890,INC0310,CR65828,Backbone congestion mitigation changes,1764176487,1764180087,East
INC0307,Node Down reported in Denver. Automated monitoring detected abnormal behavior.,CustomerCare,1753847957,Cancelled,NetEng,West,Denver,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-404,PulseAI,CMTS upstream channel flap,321368,HUB-A1-NODE-404-321368,INC0204,CR58848,Fiber maintenance activity,,,West
INC0308,CMTS Congestion reported in Miami. Automated monitoring detected abnormal behavior.,AutoMonitor,1761148021,Open,FieldOps,South,Miami,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-C2,NODE-101,PulseAI,High SNR variance,917282,HUB-C2-NODE-101-917282,INC0496,CR76950,Core router reboot for patching,1761140821,1761169621,South
INC0309,Packet Loss reported in Atlanta. Automated monitoring detected abnormal behavior.,CustomerCare,1756042986,Resolved,VideoOps,South,Atlanta,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-101,PulseAI,Frequent modem resets observed,426351,HUB-A1-NODE-101-426351,INC0452,CR45931,Planned power cycle maintenance,1756053786,1756096986,South
INC0310,Node Down reported in Houston. Automated monitoring detected abnormal behavior.,System,1755067992,In Progress,NOC-Level1,South,Houston,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-202,SignalAnalyzer,Frequent modem resets observed,429304,HUB-D4-NODE-202-429304,INC0320,CR22796,Fiber maintenance activity,,,South
INC0311,Slow Speed reported in New York. Automated monitoring detected abnormal behavior.,AutoMonitor,1753053676,Resolved,NOC-Level1,East,New York,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-A1,NODE-505,AutoMonitorX,CMTS upstream channel flap,622013,HUB-A1-NODE-505-622013,INC0207,CR35645,Scheduled hub clean-up activity,,,East
INC0312,Authentication Failure reported in Chicago. Automated monitoring detected abnormal behavior.,AutoMonitor,1761705716,In Progress,NOC-Level2,Central,Chicago,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-D4,NODE-505,PulseAI,High SNR variance,693210,HUB-D4-NODE-505-693210,INC0243,CR15001,Planned CMTS software upgrade,1761694916,1761702116,Central
INC0313,CMTS Congestion reported in Miami. Automated monitoring detected abnormal behavior.,System,1753873205,In Progress,FieldOps,South,Miami,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-A1,NODE-505,AlertBot,Video feed disruption,709581,HUB-A1-NODE-505-709581,INC0133,CR12932,Backbone congestion mitigation changes,1753866005,1753905605,South
INC0314,Video Outage reported in Denver. Automated monitoring detected abnormal behavior.,BMC-Remedy,1762508933,Open,NOC-Level2,West,Denver,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-A1,NODE-202,SignalAnalyzer,Frequent modem resets observed,530381,HUB-A1-NODE-202-530381,INC0149,CR18904,Optical node recalibration event,1762523333,1762562933,West
INC0315,Packet Loss reported in Denver. Automated monitoring detected abnormal behavior.,AutoMonitor,1756251886,Resolved,FieldOps,West,Denver,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-C2,NODE-303,NoiseReducer,Optical power low,283332,HUB-C2-NODE-303-283332,INC0074,CR43547,Planned CMTS software upgrade,1756269886,1756280686,West
INC0316,Video Outage reported in Miami. Automated monitoring detected abnormal behavior.,AutoMonitor,1754749498,Open,NOC-Level1,South,Miami,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-C2,NODE-101,SignalAnalyzer,Video feed disruption,762533,HUB-C2-NODE-101-762533,INC0250,CR54316,Fiber maintenance activity,,,South
INC0317,Modem Offline reported in Boulder. Automated monitoring detected abnormal behavior.,CustomerCare,1754224574,Open,NOC-Level2,West,Boulder,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-C2,NODE-101,AlertBot,Frequent modem resets observed,497796,HUB-C2-NODE-101-497796,INC0215,CR81442,Optical node recalibration event,1754242574,1754264174,West
INC0318,Fiber Cut reported in Dallas. Automated monitoring detected abnormal behavior.,Technician,1755747967,Cancelled,NOC-Level2,Central,Dallas,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-B1,NODE-404,AutoMonitorX,High SNR variance,898363,HUB-B1-NODE-404-898363,INC0295,CR80401,Planned CMTS software upgrade,1755737167,1755755167,Central
INC0319,Packet Loss reported in Philadelphia. Automated monitoring detected abnormal behavior.,CustomerCare,1758232891,Resolved,NOC-Level1,East,Philadelphia,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-B1,NODE-404,AlertBot,Frequent modem resets observed,380433,HUB-B1-NODE-404-380433,INC0070,CR67531,Backbone congestion mitigation changes,1758240091,1758250891,East
INC0320,Packet Loss reported in Boulder. Automated monitoring detected abnormal behavior.,System,1763198130,Cancelled,NOC-Level1,West,Boulder,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-202,SignalAnalyzer,Video feed disruption,907713,HUB-D4-NODE-202-907713,INC0335,CR12409,Fiber maintenance activity,1763208930,1763234130,West
INC0321,CMTS Congestion reported in Denver. Automated monitoring detected abnormal behavior.,CustomerCare,1754887812,In Progress,NetEng,West,Denver,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-A1,NODE-404,NoiseReducer,CMTS upstream channel flap,664142,HUB-A1-NODE-404-664142,INC0096,CR30501,Fiber maintenance activity,1754898612,1754941812,West
INC0322,Slow Speed reported in Chicago. Automated monitoring detected abnormal behavior.,System,1752501670,In Progress,NOC-Level2,Central,Chicago,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-303,SignalAnalyzer,Frequent modem resets observed,331841,HUB-D4-NODE-303-331841,INC0035,CR55621,Fiber maintenance activity,1752508870,1752537670,Central
INC0323,Fiber Cut reported in St. Louis. Automated monitoring detected abnormal behavior.,BMC-Remedy,1757595032,In Progress,VideoOps,Central,St. Louis,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-303,PulseAI,High SNR variance,616583,HUB-A1-NODE-303-616583,INC0107,CR19431,Optical node recalibration event,,,Central
INC0324,Packet Loss reported in Miami. Automated monitoring detected abnormal behavior.,CustomerCare,1754380987,Cancelled,FieldOps,South,Miami,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-C2,NODE-202,NoiseReducer,Signal drop detected,227610,HUB-C2-NODE-202-227610,INC0108,CR48317,Core router reboot for patching,1754373787,1754395387,South
INC0325,Authentication Failure reported in Denver. Automated monitoring detected abnormal behavior.,AutoMonitor,1763614616,Open,NOC-Level2,West,Denver,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-A1,NODE-202,SignalAnalyzer,Signal drop detected,769069,HUB-A1-NODE-202-769069,INC0258,CR73520,Planned CMTS software upgrade,,,West
INC0326,Slow Speed reported in Miami. Automated monitoring detected abnormal behavior.,BMC-Remedy,1750515994,Open,NetEng,South,Miami,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-A1,NODE-303,SignalAnalyzer,Video feed disruption,709468,HUB-A1-NODE-303-709468,INC0201,CR23880,Planned CMTS software upgrade,1750508794,1750523194,South
